VP code,Munufacturer,Brand,Status,Cost
DD10-303,Metrex,MetriTest,Out of stock,68.83
10-304,Metrex,MetriTest,Active,68.84
3200PQ,Sunstar,GUM EasyThread,Active,69.3
80721154,Procter & Gamble,Oral-B SuperFloss,Active,69.8
H00822,Coltene/Whaledent,Hygenic,Active,69.86
33-34-SH,Miltex-Integra,Miltex,Active,70.08
7805,Halyard Health,Scott JRT,Active,70.31
80734958,Procter & Gamble,Crest Oral-B,Active,70.59
9013,Cargus,MARK3,Active,70.64
P54072,PDI,Sani-Cloth Bleach,Active,71.42
367285-BX,BD,BD Vacutainer,Active,71.92
13-1000,Metrex,CaviCide,Out of stock,72
33-32,Miltex-Integra,Miltex,Active,72
S183,Parkell,Dryz,Active,72.28
21521,Dentsply Sirona,ReSURGE,Active,72.43
8800537,SDI,Riva Star,Active,72.73
8800504,SDI,Riva Star,Active,72.73
33-34,Miltex-Integra,Miltex,Active,73.09
33-36,Miltex-Integra,Miltex,Active,73.09
33-35,Miltex-Integra,Miltex,Active,73.09
21270,Kimberly-Clark,Kleenex Boutique,Out of stock,73.3
4163-08,Gojo,Purell Advanced,Active,74.43
305270-BX,BD,BD Integra / PrecisionGlide,Out of stock,74.86
S640,Parkell,MucoHARD+,Active,75.32
3-700,Miltex-Integra,Miltex,Active,76.13
77650,Sultan,Genie,Active,76.63
9614816,Keystone Industries,ProForm,Active,76.7
S424,Parkell,Snap,Active,77.6
175,Shofu Dental,OneGloss PS,Active,77.97
993334,DMG America (Zenith),MixStar,Active,78.55
4460,Halyard Health,Scott,Active,78.73
13-5150,Metrex,CaviWipes1,Active,79
CB-9001,Defend,Defend,Active,80.07
20390,Sultan,Chloroform N.F.,Out of stock,80.4
442500,GC Corporation,MI Varnish,Active,80.79
C0203,Shofu Dental,BeautiLink SA,Active,80.97
3208A,Shofu Dental,MonoCem,Active,80.97
6214,GlaxoSmithKline,Poligrip,Out of stock,81.49
S285,Parkell,Brush & Bond,Active,81.6
685G,J&J Dental,Ethicon Perma-Hand,Active,81.66
38470,GlaxoSmithKline,Parodontax,Active,81.66
S398,Parkell,C & B Metabond,Out of stock,81.83
M60035,Micro-Scientific Industries,Opti-Cide MAX,Active,82.34
383323-BX,BD,BD Saf-T-Intima,Active,82.68
21606,Kimberly-Clark,Kleenex,Active,83.18
PM-R3,Pac-Dent,iMatrix,Active,83.24
PM-R2,Pac-Dent,iMatrix,Active,83.24
350909,Metrex,ProCide D,Active,83.73
2000S,Shofu Dental,Beautifil Flow Plus,Active,83.97
0321B,Shofu Dental,Shofu Dental,Active,83.97
13-1025,Metrex,CaviCide,Active,84
100-3026,Cargus,MARK3,Out of stock,84.95
20Z420A,Zirc,E-Z Access,Active,85.34
328994,Metrex,MetriCide 28,Out of stock,85.36
PM-R1,Pac-Dent,iMatrix,Out of stock,86.59
62-202,Miltex-Integra,HeliPlug,Out of stock,87.5
TP6L,New World Imports,Freshmint,Active,88.1
PGPLG1,PuraGraft,PuraPLUG,Active,88.86
989838,DMG America (Zenith),Honigum Pro,Out of stock,90.71
01-S0520,Septodont,R.T.R.,Out of stock,91.61
SW20,Crosstex,Crosstex,Active,92.5
33015-3,Crosstex Accutron,Personal Inhaler Plus,Out of stock,93.73
497006,Metrex,ProCide D Plus,Active,93.81
C0214,Shofu Dental,BeautiLink SA,Active,93.98
62-201,Miltex-Integra,HeliCote,Out of stock,94
33017-11,Crosstex Accutron,Personal Inhaler Plus,Active,94
33017-1,Crosstex Accutron,Personal Inhaler Plus,Active,94.185
33017-10,Crosstex Accutron,Personal Inhaler Plus,Active,94.185
13-1150,Metrex,CaviWipes,Out of stock,95
10720,Halyard Health,KimGuard KC100,Active,95.54
5887,Coltene/Whaledent,ParaCore,Active,95.83
1782,Shofu Dental,BeautiBond,Active,95.97
1781,Shofu Dental,BeautiBond,Active,95.97
381423-BX,BD,BD Insyte / Autoguard,Active,96.18
381412-50,BD,BD Insyte / Autoguard,Active,96.18
475091,Metrex,MetriCide Plus 30,Out of stock,96.84
HG42,Shofu Dental,Dura-Green,Active,96.92
01-C0600,Septodont,Biodentine,Active,100
2213,Dynarex,Dynarex,Active,100
212450,Young Dental,D-Lish,Active,100.88
OCP02-320,Micro-Scientific Industries,Opti-Cide3,Active,101
13-5000C,Metrex,CaviCide1,Out of stock,102
13-1100,Metrex,CaviWipes,Active,102.87
921307,Keystone Industries,Bosworth,Active,103.75
S492S,Parkell,MucoSoft,Active,105
M60034,Micro-Scientific Industries,Opti-Cide MAX,Active,105.15
1573,Xttrium Labs,House Brand,Out of stock,105.6
13-1024,Metrex,CaviCide,Active,106.68
9020-4M,Gojo,Purell,Active,107.9
4424,Dynarex,Dynarex,Active,108.49
43455,J&J Dental,Listerine Essential Care,Active,109.83
PGBM20,PuraGraft,PuraMEND maintain,Active,111.08
7666030041,Procter & Gamble,Fixodent,Active,111.59
4220003,Keystone Industries,Keyprint,Active,112.35
PMCL-102,Pac-Dent,ProMate,Active,112.46
H413,Shofu Dental,Brownie,Active,113.97
13-5100,Metrex,CaviWipes1,Active,114.65
21135,Dentsply Sirona,Purevac SC,Active,117.14
13-5025,Metrex,CaviCide1,Out of stock,118.59
DPI30,Parkell,Parkell,Active,123.8
247-500,Pac-Dent,ProAngle,Active,124.49
248-500,Pac-Dent,ProAngle,Active,124.49
A9020G,Safe-Dent,Safe-Dent,Active,125
A9019W,Safe-Dent,Safe-Dent,Active,125
620414,Denticator,Denticator,Out of stock,125.18
100-247-500,Cargus,MARK3,Active,125.18
SW24,Crosstex,Crosstex,Active,125.75
1011-BG200,Medicom,Duraflor,Active,128.08
DEFXC35M,Miltex-Integra,Xcision,Active,128.34
13-1224,Metrex,CaviWipes,Out of stock,128.85
251T-500,Pac-Dent,ProAngle Plus,Active,130.87
DD10-4100C,Metrex,EmPower,Active,131.22
213334,DMG America (Zenith),LuxaCore Z-Dual Smartmix,Out of stock,131.6
213336,DMG America (Zenith),LuxaCore Z-Dual Smartmix,Out of stock,131.6
422614,GC Corporation,MI Paste Plus,Active,132
72056,Sultan,Versa-Temp 2,Out of stock,133.34
62-200,Miltex-Integra,HeliTape,Out of stock,134.94
R100245C,Coltene/Whaledent,Alpen,Active,135.1
R100557C,Coltene/Whaledent,Alpen,Out of stock,135.1
R100330C,Coltene/Whaledent,Alpen,Active,135.1
PGBA20,PuraGraft,PuraMEND adapt,Active,137.34
DP365B,Crosstex,DentaPure,Active,137.78
NV803,Biotrol,NeutraVac,Active,138.79
1016-M200,Medicom,Duraflor Ultra,Active,140
S284,Parkell,Brush & Bond,Active,141.24
DTI30,Parkell,Parkell,Active,146.34
7700325,SDI,Pola Day CP,Active,149.06
7700029,SDI,Pola Night,Active,149.06
50Z989MD-B,Zirc,Mr. Thirsty One-Step,Out of stock,149.5
PM-02,Pac-Dent,iMatrix,Active,149.97
S220,Parkell,Parkell,Active,150.54
50Z989LG-B,Zirc,Mr. Thirsty One-Step,Active,150.99
PGBM30,PuraGraft,PuraMEND maintain,Active,151.48
Q602452,Quala,Quala,Active,153.43
220400,DMG America (Zenith),Icon,Out of stock,155.56
220402,DMG America (Zenith),Icon,Out of stock,155.56
1972,J&J Dental,Surgifoam,Active,157.96
S491S,Parkell,MucoSoft,Active,164.2
999537,DMG America (Zenith),Honigum,Out of stock,164.25
4220001,Keystone Industries,Keyprint,Out of stock,166.4
TPASSC5,Crosstex,Sparkle,Active,167
S301,Parkell,Absolute Dentin,Active,167.45
GMK1,Shofu Dental,Beautifil II,Active,167.97
S300,Parkell,Absolute Dentin,Active,168
UI30SD10,Hu-Friedy,After Five Swivel Direct Flow,Active,172.53
UI30SD1000,Hu-Friedy,After Five Swivel Direct Flow,Active,172.53
UI30SD100,Hu-Friedy,After Five Swivel Direct Flow,Active,172.53
1969,J&J Dental,Surgifoam,Active,172.65
213331,DMG America (Zenith),LuxaCore Z-Dual Automix,Out of stock,182.95
4200004,Keystone Industries,Keyprint,Out of stock,183.05
4200005,Keystone Industries,Keyprint,Out of stock,183.05
79015,Sultan,Silgimix,Out of stock,183.35
TBDEN-CS,Dukal Corporation,DawnMist,Active,190.39
698G,J&J Dental,Ethicon Ethilon,Active,190.84
198T-500,Pac-Dent,ProAngle Ergo,Active,190.95
168-500,Pac-Dent,ProAngle Ergo,Active,190.95
S182,Parkell,Dryz,Out of stock,191.15
7700500,SDI,Pola Rapid,Out of stock,193.04
1665G,J&J Dental,Ethicon Ethilon,Active,195.8
Q51510,PDI,Sani-Bracket,Active,196.75
01S0610,Septodont,ORASOOTHE,Active,198
4240010,Keystone Industries,Keyprint,Active,198.75
3DR-CNR-A2-300,Pac-Dent,Rodin,Out of stock,198.76
1206,Cargus,MARK3,Active,199.98
166-500A,Pac-Dent,FUNimals,Active,200.73
4240009,Keystone Industries,Keyprint,Out of stock,200.73
S371,Parkell,Amalgambond Plus,Active,202.85
23075,Dentsply Sirona,FlashTips,Active,206.04
PM-01,Pac-Dent,iMatrix,Active,206.89
S191,Parkell,Dryz,Out of stock,207.64
5885,Coltene/Whaledent,ParaCore,Active,208.38
697G,J&J Dental,Ethicon Ethilon,Active,216.58
306545,BD,BD PosiFlush,Active,218.98
80725895,Procter & Gamble,Crest 3D Whitestrips,Active,220
306546,BD,BD PosiFlush,Active,224.04
J489G,J&J Dental,Ethicon Vicryl,Active,227.7
LSFAF-500,Pac-Dent,AntiSplatr,Active,231.87
LSFAS-500,Pac-Dent,AntiSplatr,Active,231.87
8698G,J&J Dental,Ethicon Prolene,Active,232.34
56-00204C,Dharma Research,Citrine,Active,234
56-00200C,Dharma Research,Citrine,Active,234
56-00202C,Dharma Research,Citrine,Out of stock,234
56-00211C,Dharma Research,Citrine,Active,234
1015-WB250,Medicom,Duraflor Halo,Active,246.5
6120590,Keystone Industries,PIP,Out of stock,246.95
026-210,Meta Biomed,EQ-S,Active,248
8681G,J&J Dental,Ethicon Prolene,Active,255.67
4220008,Keystone Industries,Keyprint,Active,255.85
01-N2040,Septodont,Paroject,Active,259.78
1690zz,Integra Lifesciences,Helistat,Active,262.97
8682G,J&J Dental,Ethicon Prolene,Active,263.02
120974,DMG America (Zenith),LuxaCrown,Out of stock,266.51
120970,DMG America (Zenith),LuxaCrown,Out of stock,266.51
76-55SSOB,Miltex-Integra,N-Tralig,Active,266.71
27-500200,J. Morita,Foundation,Active,269
7700457,SDI,Pola Office+,Active,273.7
27-500150,J. Morita,Foundation,Active,281.48
27-500100,J. Morita,Foundation,Out of stock,281.48
669H,J&J Dental,Ethicon Ethilon,Active,296.17
411201,Pac-Dent,iMatrix,Out of stock,297.92
VR496,J&J Dental,Ethicon Vicryl Rapide,Active,303.6
54605,Young Dental,Young,Out of stock,308.17
VR493,J&J Dental,Ethicon Vicryl Rapide,Active,317.73
4220005,Keystone Industries,Keyprint,Active,318.25
121491,Silmet,Spherodon M,Active,325
D624MS,Parkell,Gentle Pulse,Active,326.5
P680T,Coltene/Whaledent,ParaPost XT,Active,331.37
410,Quala,Quala,Active,339.8
120491,Silmet,Spherodon M,Active,345
PG-500,PuraGraft,PuraGraft,Active,349.54
53905,Young Dental,Elite Original,Active,358.46
78830,Sultan,Genie Magic Mix,Out of stock,388.8
Q055003,Quala,Quala,Out of stock,416.75
S380,Parkell,C & B Metabond,Active,439.74
4422303,SDI,GS-80,Active,476.32
220403,DMG America (Zenith),Icon,Out of stock,489
Q055007,Quala,Quala,Active,504.13
120492,Silmet,Spherodon M,Active,510
01-C0700,Septodont,Biodentine XP,Active,524.75
77720,Sultan,Genie,Active,550.8
77715,Sultan,Genie,Out of stock,557
77700,Sultan,Genie,Active,557
77710,Sultan,Genie,Active,557.016
120493,Silmet,Spherodon M,Out of stock,595.39
PMCL-100,Pac-Dent,ProMate,Active,610.98
121075,Young Dental,Vera by Young,Active,612.4
121493,Silmet,Spherodon M,Out of stock,629.5
24-5357934,J. Morita,Root ZX Mini,Active,665.24
24-5336392,J. Morita,Root ZX II,Out of stock,742.81
EQV033,Meta Biomed,EQ-V,Active,813.2
D560-110,Parkell,TurboSENSOR,Active,814
D700SE-110,Parkell,Sensimatic,Active,1168.34
VXA-BW,3D Dental,3D Dental,Active,
VXA-P,3D Dental,3D Dental,Active,
VXA-A,3D Dental,3D Dental,Active,
1870,3M,3M,Active,
1870-20,3M,3M,Active,
3525A,3M,3M RelyX Luting 2,Inactive,
VR2A2,Pulpdent,Activa,Out of stock,
10-125CS,SurgiMac-AirSeries,Air Series,Active,
10-125SS,SurgiMac-AirSeries,Air Series,Active,
10-310,SurgiMac-AirSeries,Air Series,Active,
10-352,SurgiMac-AirSeries,Air Series,Out of stock,
10-412,SurgiMac-AirSeries,Air Series,Active,
10-458,SurgiMac-AirSeries,Air Series,Active,
10-501,SurgiMac-AirSeries,Air Series,Active,
10-507,SurgiMac-AirSeries,Air Series,Active,
10-508,SurgiMac-AirSeries,Air Series,Active,
10-508-B,SurgiMac-AirSeries,Air Series,Active,
10-509,SurgiMac-AirSeries,Air Series,Active,
10-511,SurgiMac-AirSeries,Air Series,Out of stock,
10-519,SurgiMac-AirSeries,Air Series,Active,
10-540,SurgiMac-AirSeries,Air Series,Active,
11-501,SurgiMac-AirSeries,Air Series,Active,
11-624-A,SurgiMac-AirSeries,Air Series,Active,
11-625,SurgiMac-AirSeries,Air Series,Out of stock,
11-628,SurgiMac-AirSeries,Air Series,Out of stock,
12-1302,SurgiMac-AirSeries,Air Series,Active,
12-1303,SurgiMac-AirSeries,Air Series,Active,
12-1902-A,SurgiMac-AirSeries,Air Series,Active,
12-1903-A,SurgiMac-AirSeries,Air Series,Active,
3623,SurgiMac-AirSeries,Air Series,Active,
3988,SurgiMac-AirSeries,Air Series,Active,
12-1929s,SurgiMac-AirSeries,Air Series,Inactive,
16407,SurgiMac-AirSeries,Air Series,Active,
20790,SurgiMac-AirSeries,Air Series,Active,
21155,SurgiMac-AirSeries,Air Series,Active,
12-551,SurgiMac-AirSeries,Air Series,Active,
12-562,SurgiMac-AirSeries,Air Series,Out of stock,
12-811,SurgiMac-AirSeries,Air Series,Active,
12-931,SurgiMac-AirSeries,Air Series,Active,
12-932,SurgiMac-AirSeries,Air Series,Active,
12-933,SurgiMac-AirSeries,Air Series,Active,
13-1007,SurgiMac-AirSeries,Air Series,Active,
13-1018,SurgiMac-AirSeries,Air Series,Active,
13-1180,SurgiMac-AirSeries,Air Series,Out of stock,
13-1254,SurgiMac-AirSeries,Air Series,Active,
14-1823,SurgiMac-AirSeries,Air Series,Active,
16-2502,SurgiMac-AirSeries,Air Series,Active,
16-2507,SurgiMac-AirSeries,Air Series,Active,
16-2510,SurgiMac-AirSeries,Air Series,Active,
16-2511-A,SurgiMac-AirSeries,Air Series,Active,
16-2512,SurgiMac-AirSeries,Air Series,Active,
16-2553,SurgiMac-AirSeries,Air Series,Out of stock,
16-2604,SurgiMac-AirSeries,Air Series,Active,
16-2605,SurgiMac-AirSeries,Air Series,Active,
16-2809-A,SurgiMac-AirSeries,Air Series,Active,
16-2810-A,SurgiMac-AirSeries,Air Series,Active,
29-3404,SurgiMac-AirSeries,Air Series,Out of stock,
F35XS,SurgiMac-AirSeries,Air Series,Active,
F67XS,SurgiMac-AirSeries,Air Series,Out of stock,
FX79XS,SurgiMac-AirSeries,Air Series,Active,
MA-FAF1XS,SurgiMac-AirSeries,Air Series,Out of stock,
MIR5DS-CS-A,SurgiMac-AirSeries,Air Series,Out of stock,
MIR5DS-SS-A,SurgiMac-AirSeries,Air Series,Active,
10-125CS-M-3,SurgiMac-AirSeries,Air Series,Out of stock,
10-125SS-M-3,SurgiMac-AirSeries,Air Series,Out of stock,
10-512-B,SurgiMac-AirSeries,Air Series,Active,
12-1901-kit-3,SurgiMac-AirSeries,Air Series,Active,
12-1902-A and 12-1903-A,SurgiMac-AirSeries,Air Series,Active,
12-1925 and 12-1926,SurgiMac-AirSeries,Air Series,Active,
12-1941 and 12-1942,SurgiMac-AirSeries,Air Series,Active,
15676,SurgiMac-AirSeries,Air Series,Active,
16041,SurgiMac-AirSeries,Air Series,Active,
12-1956 and 12-1957,SurgiMac-AirSeries,Air Series,Active,
10-412-A,SurgiMac-AirSeries,Air Series,Active,
10-370-A,SurgiMac-AirSeries,Air Series,Out of stock,
10-518,SurgiMac-AirSeries,Air Series,Active,
10-520,SurgiMac-AirSeries,Air Series,Active,
11-688,SurgiMac-AirSeries,Air Series,Active,
11-700-A,SurgiMac-AirSeries,Air Series,Active,
13-1355,SurgiMac-AirSeries,Air Series,Active,
10-432,SurgiMac-AirSeries,Air Series,Active,
13-1006G,SurgiMac-AirSeries,Air Series,Active,
13-1127,SurgiMac-AirSeries,Air Series,Active,
13-1014,SurgiMac-AirSeries,Air Series,Active,
11-708-A,SurgiMac-AirSeries,Air Series,Active,
13-1361,SurgiMac-AirSeries,Air Series,Active,
13-621,SurgiMac-AirSeries,Air Series,Active,
19-2311,SurgiMac-AirSeries,Air Series,Active,
16-2513,SurgiMac-AirSeries,Air Series,Active,
11293,SurgiMac-AirSeries,Air Series,Active,
11-690-A,SurgiMac-AirSeries,Air Series,Active,
13-1358,SurgiMac-AirSeries,Air Series,Active,
13-1013G,SurgiMac-AirSeries,Air Series,Active,
11-707-A,SurgiMac-AirSeries,Air Series,Active,
11-709-A,SurgiMac-AirSeries,Air Series,Active,
16-2551,SurgiMac-AirSeries,Air Series,Active,
16-2517,SurgiMac-AirSeries,Air Series,Active,
13-124,SurgiMac-AirSeries,Air Series,Active,
10-424,SurgiMac-AirSeries,Air Series,Active,
10-521,SurgiMac-AirSeries,Air Series,Out of stock,
10-522,SurgiMac-AirSeries,Air Series,Out of stock,
11-609-A,SurgiMac-AirSeries,Air Series,Out of stock,
11-611-A,SurgiMac-AirSeries,Air Series,Active,
10-523,SurgiMac-AirSeries,Air Series,Out of stock,
13-127,SurgiMac-AirSeries,Air Series,Active,
16-2504,SurgiMac-AirSeries,Air Series,Active,
16-2505,SurgiMac-AirSeries,Air Series,Out of stock,
MA-F13XS,SurgiMac-AirSeries,Air Series,Active,
MA-F1XS,SurgiMac-AirSeries,Air Series,Active,
MA-FAF36XS,SurgiMac-AirSeries,Air Series,Active,
MA-FX45XS,SurgiMac-AirSeries,Air Series,Active,
10-511-B,SurgiMac-AirSeries,Air Series,Active,
10-525-B,SurgiMac-AirSeries,Air Series,Active,
10-720,SurgiMac-AirSeries,Air Series,Active,
11-1176,SurgiMac-AirSeries,Air Series,Active,
11-698-A,SurgiMac-AirSeries,Air Series,Active,
11-712-A,SurgiMac-AirSeries,Air Series,Active,
11-717-A,SurgiMac-AirSeries,Air Series,Active,
11-810-A,SurgiMac-AirSeries,Air Series,Active,
3258,SurgiMac-AirSeries,Air Series,Active,
9467,SurgiMac-AirSeries,Air Series,Active,
9832,SurgiMac-AirSeries,Air Series,Active,
15311,SurgiMac-AirSeries,Air Series,Active,
13-1015-A,SurgiMac-AirSeries,Air Series,Active,
16-2541,SurgiMac-AirSeries,Air Series,Active,
16-2591,SurgiMac-AirSeries,Air Series,Active,
12-803,SurgiMac-AirSeries,Air Series,Active,
10-507-B,SurgiMac-AirSeries,Air Series,Active,
10-509-B,SurgiMac-AirSeries,Air Series,Active,
10-620,SurgiMac-AirSeries,Air Series,Active,
12-1304,SurgiMac-AirSeries,Air Series,Active,
12-930,SurgiMac-AirSeries,Air Series,Active,
13-125,SurgiMac-AirSeries,Air Series,Active,
11-603-SD,SurgiMac-AirSeries,Air Series,Active,
16-2615,SurgiMac-AirSeries,Air Series,Active,
10-315,SurgiMac-AirSeries,Air Series,Active,
10-506-A,SurgiMac-AirSeries,Air Series,Active,
10-506-B,SurgiMac-AirSeries,Air Series,Active,
13-1012,SurgiMac-AirSeries,Air Series,Active,
19-2411,SurgiMac-AirSeries,Air Series,Active,
16-2503,SurgiMac-AirSeries,Air Series,Active,
R41558GC,Coltene/Whaledent,Alpen/Speedster,Active,
SM-NLG400,Ambitex,Ambitex,Out of stock,
DD9205,3M,Aura,Active,
SM-93896,SuperMax,Aurelia Robust,Inactive,
SM-93897-m,SuperMax,Aurelia Robust,Inactive,
SM-93898-l,SuperMax,Aurelia Robust,Inactive,
E8000-1,B. Braun Medical,B. Braun,Active,
L8002-1,B. Braun Medical,B. Braun,Active,
L7510-1,B. Braun Medical,B. Braun,Active,
L5100-1,B. Braun Medical,B. Braun,Active,
L5101-1,B. Braun Medical,B. Braun,Active,
L6101-01,B. Braun Medical,B. Braun,Out of stock,
L7500-1,B. Braun Medical,B. Braun,Active,
L7511-1,B. Braun Medical,B. Braun,Active,
L8000-1,B. Braun Medical,B. Braun,Active,
L8001-1,B. Braun Medical,B. Braun,Active,
L8500-1,B. Braun Medical,B. Braun,Active,
R5000-01-1,B. Braun Medical,B. Braun,Active,
R5001-01-1,B. Braun Medical,B. Braun,Active,
L8502-1,B. Braun Medical,B. Braun,Out of stock,
L5102-1,B. Braun Medical,B. Braun,Active,
L7501-1,B. Braun Medical,B. Braun,Out of stock,
R5200-01-1,B. Braun Medical,B. Braun,Active,
L6121-1,B. Braun Medical,B. Braun,Out of stock,
L8501-01-1,B. Braun Medical,B. Braun,Out of stock,
R5201-01-1,B. Braun Medical,B. Braun,Out of stock,
2F7122-1,Baxter,Baxter,Active,
2F7123-1,Baxter,Baxter,Out of stock,
2F7124-1,Baxter,Baxter,Active,
305785-BX-disc.,BD,BD Luer-Lok / Eclipse,Out of stock,
BE2500-Bx,EcoBee,beesure Vibe,Active,
1E+300,Septodont,BioRoot,Active,
MS-009-B,SurgiMac-BlackSeries,Black Series,Out of stock,
93898,Mexpo International,Blossom,Inactive,
DD 6228-LTX-PF,Mexpo International,Blossom,Active,
DD-BM 6227-LTX-PF,Mexpo International,Blossom,Active,
27-1100,J. Morita,Caine Tips,Out of stock,
13-5025-1,Metrex,CaviCide1,Out of stock,
4731160-1,Kerr,CaviWipes,Out of stock,
13-5150-1,Metrex,CaviWipes1,Active,
33037-12,Crosstex Accutron,ClearView,Out of stock,
31759-1,Healthlink,Clorox Versasure,Out of stock,
CST060-Bx,Crosstex,ConFirm Mail-In,Active,
99171-1,Septodont,Cook-Waite Carbocaine,Active,
99167-1,Septodont,Cook-Waite Lidocaine,Active,
99184-1,Septodont,Cook-Waite Marcaine,Active,
80738528,Procter & Gamble,Crest,Out of stock,
80788665,Procter & Gamble,Crest Oral-B,Active,
80824066,Procter & Gamble,Crest Oral-B,Active,
80725477,Procter & Gamble,Crest Oral-B,Active,
80742356,Procter & Gamble,Crest Pro-Health,Active,
80755972,Procter & Gamble,Crest Pro-Health Densify,Out of stock,
DNCB,Crosstex,Crosstex,Out of stock,
SCS-100,SPS Medical,Crosstex,Active,
ZFF-Bx,Crosstex,Crosstex,Active,
CUR8104,Medline,Curad,Out of stock,
CUR8105,Medline,Curad,Out of stock,
DDCUR8106H,Medline,Curad,Out of stock,
DDCUR9316,Medline,Curad,Out of stock,
SM-2732,Cypress Medical Products,Cypress Syntrile Pf Blue,Out of stock,
SM-27-36,Cypress Medical Products,Cypress Syntrile Pf Blue,Out of stock,
01N6000,Septodont,Dentapen,Out of stock,
632000,Meta Biomed,DM Bone,Out of stock,
633000,Meta Biomed,DM Bone,Out of stock,
634000,Meta Biomed,DM Bone,Out of stock,
27607-1,Dukal Corporation,Dukal,Out of stock,
DDDuracell-9V-72,DURACELL,DURACELL,Out of stock,
DDDuracell-C72,DURACELL,DURACELL,Out of stock,
MN1300,DURACELL,DURACELL,Out of stock,
MN1500BKD,DURACELL,DURACELL,Active,
MN2400BKD,DURACELL,DURACELL,Active,
1016-ST30,Medicom,Duraflor Ultra,Active,
HG22,Shofu Dental,Dura-Green,Active,
0090-shofu,Shofu Dental,Dura-Green,Active,
402030,Meta Biomed,E&Q Master,Active,
131201,Pac-Dent,EasyProp,Out of stock,
10-111CS-M,SurgiMac-EcoSeries,Eco Series,Active,
16-2521,SurgiMac-EcoSeries,Eco Series,Active,
10-353,SurgiMac-EcoSeries,Eco Series,Active,
12-812,SurgiMac-EcoSeries,Eco Series,Out of stock,
11-601,SurgiMac-EcoSeries,Eco Series,Active,
13-1158,SurgiMac-EcoSeries,Eco Series,Active,
12-1103-E,SurgiMac-EcoSeries,Eco Series,Out of stock,
10-462,SurgiMac-EcoSeries,Eco Series,Out of stock,
11-630,SurgiMac-EcoSeries,Eco Series,Active,
13-1154,SurgiMac-EcoSeries,Eco Series,Active,
16-2510-E,SurgiMac-EcoSeries,Eco Series,Active,
13-1401,SurgiMac-EcoSeries,Eco Series,Active,
10-308,SurgiMac-EcoSeries,Eco Series,Active,
10-495-P,SurgiMac-EcoSeries,Eco Series,Active,
10-496-P,SurgiMac-EcoSeries,Eco Series,Active,
10-107-10,SurgiMac-EcoSeries,Eco Series,Active,
10-497-P,SurgiMac-EcoSeries,Eco Series,Active,
11-612,SurgiMac-EcoSeries,Eco Series,Out of stock,
12-906,SurgiMac-EcoSeries,Eco Series,Active,
12-910,SurgiMac-EcoSeries,Eco Series,Active,
13-1200,SurgiMac-EcoSeries,Eco Series,Active,
16-2522,SurgiMac-EcoSeries,Eco Series,Active,
16-2543,SurgiMac-EcoSeries,Eco Series,Active,
CAS-05P,SurgiMac-EcoSeries,Eco Series,Out of stock,
CAS-07P,SurgiMac-EcoSeries,Eco Series,Out of stock,
CAS-10P,SurgiMac-EcoSeries,Eco Series,Out of stock,
CASP-Set,SurgiMac-EcoSeries,Eco Series,Out of stock,
12-2101-P-E,SurgiMac-EcoSeries,Eco Series,Active,
12-908,SurgiMac-EcoSeries,Eco Series,Active,
10-498-P,SurgiMac-EcoSeries,Eco Series,Active,
10-4224-1,Metrex,EmPower,Active,
EMS-052,SPS Medical,EMS,Active,
9007285-1,Premier,Enamelon,Out of stock,
Z6HC-1,Micro-Scientific Industries,Enzyclean II LS,Active,
1636G,J&J Dental,Ethicon,Out of stock,
634G,J&J Dental,Ethicon,Out of stock,
636H,J&J Dental,Ethicon,Out of stock,
MCP493G,J&J Dental,Ethicon,Out of stock,
MCP426H,J&J Dental,Ethicon,Out of stock,
682G,J&J Dental,Ethicon Perma-Hand,Active,
29081,EXELINT International,EXELINT International,Out of stock,
29083,EXELINT International,EXELINT International,Out of stock,
29508-1,EXELINT International,EXELINT International,Active,
131115,Pac-Dent,EzAim,Out of stock,
131116,Pac-Dent,EzAim,Out of stock,
44794,Halyard Health,Flexaprene,Active,
DDL031-118B5,"ACON Laboratories, Inc.",Flowflex,Out of stock,
DF12,New World Imports,Freshmint,Active,
30240,Gingi-Pak,Gingi-Pak,Active,
12172m,Gingi-Pak,Gingi-Pak MAX Z-Twist,Out of stock,
5362-02 case,Gojo,Gojo Premium,Out of stock,
1115PQB,Sunstar,GUM ButlerWeave,Out of stock,
612PQA,Sunstar,GUM Proxabrush Go-Betweens,Active,
62-203,Miltex-Integra,HeliMend,Out of stock,
62-204,Miltex-Integra,HeliMend,Out of stock,
62-205,Miltex-Integra,HeliMend,Out of stock,
62-206,Miltex-Integra,HeliMend Advanced,Out of stock,
10-319-H,SurgiMac-HexaSeries,Hexa Series,Active,
10-360-H,SurgiMac-HexaSeries,Hexa Series,Out of stock,
10-507-H,SurgiMac-HexaSeries,Hexa Series,Active,
10-511-H,SurgiMac-HexaSeries,Hexa Series,Out of stock,
10-513-H,SurgiMac-HexaSeries,Hexa Series,Out of stock,
11-610-H,SurgiMac-HexaSeries,Hexa Series,Active,
11-619-H,SurgiMac-HexaSeries,Hexa Series,Active,
11-629-H,SurgiMac-HexaSeries,Hexa Series,Out of stock,
11-687-H,SurgiMac-HexaSeries,Hexa Series,Active,
13-1007-H,SurgiMac-HexaSeries,Hexa Series,Active,
13-1112-H,SurgiMac-HexaSeries,Hexa Series,Active,
10-628-H,SurgiMac-HexaSeries,Hexa Series,Active,
